ticket_id,title,title_clean,description,description_clean,category,component,issue_type,severity,status,resolution,resolution_clean,error_codes,quality_score,embedding_text,source,unified_id
ITS-00137,Laptop freezing randomly,Laptop freezing randomly,"Hi, I need help. Laptop keeps freezing randomly. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Laptop keeps freezing randomly. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Laptop,Bug,High,In Progress,,,[],1.0,"Title: Laptop freezing randomly
Description: Hi, I need help. Laptop keeps freezing randomly. Started yesterday. I'm on Ubuntu 22.04.
Category: Hardware
Component: Laptop
Severity: High",synthetic,U-000136
ITS-00138,[Incident] API Gateway - service outage affecting all users,[Incident] API Gateway - service outage affecting all users,Issue with API Gateway: service outage affecting all users. This is affecting my work. Running on Chrome OS.,Issue with API Gateway: service outage affecting all users. This is affecting my work. Running on Chrome OS.,Incident,API Gateway,Incident,Medium,Open,,,[],1.0,"Title: [Incident] API Gateway - service outage affecting all users
Description: Issue with API Gateway: service outage affecting all users. This is affecting my work. Running on Chrome OS.
Category: Incident
Component: API Gateway
Severity: Medium",synthetic,U-000137
ITS-00139,Email problem: group membership change needed,Email problem: group membership change needed,"Hi, I need help. Email keeps group membership change needed. Started yesterday. I'm on Chrome OS.","Hi, I need help. Email keeps group membership change needed. Started yesterday. I'm on Chrome OS.",Account,Email,Bug,Low,Resolved,Updated group memberships. Verified with user that issue is fixed.,Updated group memberships. Verified with user that issue is fixed.,[],1.0,"Title: Email problem: group membership change needed
Description: Hi, I need help. Email keeps group membership change needed. Started yesterday. I'm on Chrome OS.
Category: Account
Component: Email
Severity: Low",synthetic,U-000138
ITS-00140,[Network] Proxy - IP conflict,[Network] Proxy - IP conflict,"Hi, I need help. Proxy keeps IP conflict. Started yesterday. I'm on macOS 14.","Hi, I need help. Proxy keeps IP conflict. Started yesterday. I'm on macOS 14.",Network,Proxy,Bug,Medium,In Progress,,,[],1.0,"Title: [Network] Proxy - IP conflict
Description: Hi, I need help. Proxy keeps IP conflict. Started yesterday. I'm on macOS 14.
Category: Network
Component: Proxy
Severity: Medium",synthetic,U-000139
ITS-00141,[Software] Teams - memory leak causing slowdown,[Software] Teams - memory leak causing slowdown,The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 11. Please help.,The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 11. Please help.,Software,Teams,Bug,Medium,Closed,Reinstalled application. Verified with user that issue is fixed.,Reinstalled application. Verified with user that issue is fixed.,[],1.0,"Title: [Software] Teams - memory leak causing slowdown
Description: The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 11. Please help.
Category: Software
Component: Teams
Severity: Medium",synthetic,U-000140
ITS-00142,[Account] MFA - email forwarding setup,[Account] MFA - email forwarding setup,The MFA has been email forwarding setup for the past few hours. OS: Windows 10. Please help.,The MFA has been email forwarding setup for the past few hours. OS: Windows 10. Please help.,Account,MFA,Bug,Low,Open,,,[],1.0,"Title: [Account] MFA - email forwarding setup
Description: The MFA has been email forwarding setup for the past few hours. OS: Windows 10. Please help.
Category: Account
Component: MFA
Severity: Low",synthetic,U-000141
ITS-00143,[Incident] Load Balancer - degraded performance across region,[Incident] Load Balancer - degraded performance across region,"Hi, I need help. Load Balancer keeps degraded performance across region. Started yesterday. I'm on Windows 11.","Hi, I need help. Load Balancer keeps degraded performance across region. Started yesterday. I'm on Windows 11.",Incident,Load Balancer,Incident,Low,Open,,,[],1.0,"Title: [Incident] Load Balancer - degraded performance across region
Description: Hi, I need help. Load Balancer keeps degraded performance across region. Started yesterday. I'm on Windows 11.
Category: Incident
Component: Load Balancer
Severity: Low",synthetic,U-000142
ITS-00144,[Software] Windows - error code 0x80070005,[Software] Windows - error code [HEX],"Hi, I need help. Windows keeps error code 0x80070005. Started yesterday. I'm on Windows 10.","Hi, I need help. Windows keeps error code [HEX]. Started yesterday. I'm on Windows 10.",Software,Windows,Question,Medium,Resolved,Applied latest patch. Verified with user that issue is fixed.,Applied latest patch. Verified with user that issue is fixed.,"[""0x80070005"", ""0""]",1.0,"Title: [Software] Windows - error code [HEX]
Description: Hi, I need help. Windows keeps error code [HEX]. Started yesterday. I'm on Windows 10.
Category: Software
Component: Windows
Severity: Medium",synthetic,U-000143
ITS-00145,Keyboard battery not charging,Keyboard battery not charging,Issue with Keyboard: battery not charging. This is affecting my work. Running on Chrome OS.,Issue with Keyboard: battery not charging. This is affecting my work. Running on Chrome OS.,Hardware,Keyboard,Bug,Medium,Open,,,[],1.0,"Title: Keyboard battery not charging
Description: Issue with Keyboard: battery not charging. This is affecting my work. Running on Chrome OS.
Category: Hardware
Component: Keyboard
Severity: Medium",synthetic,U-000144
ITS-00146,[Network] VPN - proxy authentication error,[Network] VPN - proxy authentication error,"Hi, I need help. VPN keeps proxy authentication error. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. VPN keeps proxy authentication error. Started yesterday. I'm on Ubuntu 22.04.",Network,VPN,Question,Medium,Closed,Replaced network cable. Verified with user that issue is fixed.,Replaced network cable. Verified with user that issue is fixed.,[],1.0,"Title: [Network] VPN - proxy authentication error
Description: Hi, I need help. VPN keeps proxy authentication error. Started yesterday. I'm on Ubuntu 22.04.
Category: Network
Component: VPN
Severity: Medium",synthetic,U-000145
ITS-00147,Web App problem: SSL certificate expired,Web App problem: SSL certificate expired,Urgent: Web App - SSL certificate expired. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: Web App - SSL certificate expired. Multiple users reporting similar issues. Environment is Windows 10.,Incident,Web App,Incident,High,Closed,Performed manual failover. Verified with user that issue is fixed.,Performed manual failover. Verified with user that issue is fixed.,[],1.0,"Title: Web App problem: SSL certificate expired
Description: Urgent: Web App - SSL certificate expired. Multiple users reporting similar issues. Environment is Windows 10.
Category: Incident
Component: Web App
Severity: High",synthetic,U-000146
ITS-00148,Storage degraded performance across region,Storage degraded performance across region,"Hi, I need help. Storage keeps degraded performance across region. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Storage keeps degraded performance across region. Started yesterday. I'm on Ubuntu 22.04.",Incident,Storage,Incident,Medium,Closed,Performed manual failover. Verified with user that issue is fixed.,Performed manual failover. Verified with user that issue is fixed.,[],1.0,"Title: Storage degraded performance across region
Description: Hi, I need help. Storage keeps degraded performance across region. Started yesterday. I'm on Ubuntu 22.04.
Category: Incident
Component: Storage
Severity: Medium",synthetic,U-000147
ITS-00149,Email Server problem: SSL certificate expired,Email Server problem: SSL certificate expired,"Hi, I need help. Email Server keeps SSL certificate expired. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Email Server keeps SSL certificate expired. Started yesterday. I'm on Ubuntu 22.04.",Incident,Email Server,Incident,Low,Resolved,Blocked IP and reviewed access logs. Verified with user that issue is fixed.,Blocked IP and reviewed access logs. Verified with user that issue is fixed.,[],1.0,"Title: Email Server problem: SSL certificate expired
Description: Hi, I need help. Email Server keeps SSL certificate expired. Started yesterday. I'm on Ubuntu 22.04.
Category: Incident
Component: Email Server
Severity: Low",synthetic,U-000148
ITS-00150,Password problem: new hire needs account setup,Password problem: new hire needs account setup,Urgent: Password - new hire needs account setup. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Password - new hire needs account setup. Multiple users reporting similar issues. Environment is Chrome OS.,Account,Password,Bug,Critical,Open,,,[],1.0,"Title: Password problem: new hire needs account setup
Description: Urgent: Password - new hire needs account setup. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Account
Component: Password
Severity: Critical",synthetic,U-000149
ITS-00151,Storage problem: unauthorized access attempt detected,Storage problem: unauthorized access attempt detected,My Storage is unauthorized access attempt detected. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My Storage is unauthorized access attempt detected. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Incident,Storage,Incident,Medium,Resolved,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,[],1.0,"Title: Storage problem: unauthorized access attempt detected
Description: My Storage is unauthorized access attempt detected. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Incident
Component: Storage
Severity: Medium",synthetic,U-000150
ITS-00152,SSO problem: SSO login loop,SSO problem: SSO login loop,The SSO has been SSO login loop for the past few hours. OS: Windows 11. Please help.,The SSO has been SSO login loop for the past few hours. OS: Windows 11. Please help.,Account,SSO,Service Request,Medium,Resolved,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: SSO problem: SSO login loop
Description: The SSO has been SSO login loop for the past few hours. OS: Windows 11. Please help.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000151
ITS-00153,Database service outage affecting all users,Database service outage affecting all users,Urgent: Database - service outage affecting all users. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Database - service outage affecting all users. Multiple users reporting similar issues. Environment is Windows 11.,Incident,Database,Incident,Medium,Closed,Scaled up server resources. Verified with user that issue is fixed.,Scaled up server resources. Verified with user that issue is fixed.,[],1.0,"Title: Database service outage affecting all users
Description: Urgent: Database - service outage affecting all users. Multiple users reporting similar issues. Environment is Windows 11.
Category: Incident
Component: Database
Severity: Medium",synthetic,U-000152
ITS-00154,SAP problem: not syncing properly,SAP problem: not syncing properly,"Hi, I need help. SAP keeps not syncing properly. Started yesterday. I'm on Windows 10.","Hi, I need help. SAP keeps not syncing properly. Started yesterday. I'm on Windows 10.",Software,SAP,Service Request,High,Open,,,[],1.0,"Title: SAP problem: not syncing properly
Description: Hi, I need help. SAP keeps not syncing properly. Started yesterday. I'm on Windows 10.
Category: Software
Component: SAP
Severity: High",synthetic,U-000153
ITS-00155,[Account] Active Directory - SSO login loop,[Account] Active Directory - SSO login loop,Urgent: Active Directory - SSO login loop. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Active Directory - SSO login loop. Multiple users reporting similar issues. Environment is Chrome OS.,Account,Active Directory,Service Request,Medium,Open,,,[],1.0,"Title: [Account] Active Directory - SSO login loop
Description: Urgent: Active Directory - SSO login loop. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Account
Component: Active Directory
Severity: Medium",synthetic,U-000154
ITS-00156,Database scheduled maintenance overran window,Database scheduled maintenance overran window,"Hi, I need help. Database keeps scheduled maintenance overran window. Started yesterday. I'm on Windows 10.","Hi, I need help. Database keeps scheduled maintenance overran window. Started yesterday. I'm on Windows 10.",Incident,Database,Incident,Low,Open,,,[],1.0,"Title: Database scheduled maintenance overran window
Description: Hi, I need help. Database keeps scheduled maintenance overran window. Started yesterday. I'm on Windows 10.
Category: Incident
Component: Database
Severity: Low",synthetic,U-000155
ITS-00157,Firewall problem: network drive not mapping,Firewall problem: network drive not mapping,The Firewall has been network drive not mapping for the past few hours. OS: Ubuntu 22.04. Please help.,The Firewall has been network drive not mapping for the past few hours. OS: Ubuntu 22.04. Please help.,Network,Firewall,Bug,Medium,Resolved,Assigned static IP. Verified with user that issue is fixed.,Assigned static IP. Verified with user that issue is fixed.,[],1.0,"Title: Firewall problem: network drive not mapping
Description: The Firewall has been network drive not mapping for the past few hours. OS: Ubuntu 22.04. Please help.
Category: Network
Component: Firewall
Severity: Medium",synthetic,U-000156
ITS-00158,API Gateway SSL certificate expired,API Gateway SSL certificate expired,"Hi, I need help. API Gateway keeps SSL certificate expired. Started yesterday. I'm on macOS 14.","Hi, I need help. API Gateway keeps SSL certificate expired. Started yesterday. I'm on macOS 14.",Incident,API Gateway,Incident,Medium,In Progress,,,[],1.0,"Title: API Gateway SSL certificate expired
Description: Hi, I need help. API Gateway keeps SSL certificate expired. Started yesterday. I'm on macOS 14.
Category: Incident
Component: API Gateway
Severity: Medium",synthetic,U-000157
ITS-00159,[Software] Outlook - plugin not working,[Software] Outlook - plugin not working,The Outlook has been plugin not working for the past few hours. OS: Windows 11. Please help.,The Outlook has been plugin not working for the past few hours. OS: Windows 11. Please help.,Software,Outlook,Service Request,Medium,Open,,,[],1.0,"Title: [Software] Outlook - plugin not working
Description: The Outlook has been plugin not working for the past few hours. OS: Windows 11. Please help.
Category: Software
Component: Outlook
Severity: Medium",synthetic,U-000158
ITS-00160,[Network] Firewall - network drive not mapping,[Network] Firewall - network drive not mapping,Issue with Firewall: network drive not mapping. This is affecting my work. Running on Windows 10.,Issue with Firewall: network drive not mapping. This is affecting my work. Running on Windows 10.,Network,Firewall,Service Request,Medium,In Progress,,,[],1.0,"Title: [Network] Firewall - network drive not mapping
Description: Issue with Firewall: network drive not mapping. This is affecting my work. Running on Windows 10.
Category: Network
Component: Firewall
Severity: Medium",synthetic,U-000159
ITS-00161,Mouse cracked screen,Mouse cracked screen,"Hi, I need help. Mouse keeps cracked screen. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Mouse keeps cracked screen. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Mouse,Bug,Low,In Progress,,,[],1.0,"Title: Mouse cracked screen
Description: Hi, I need help. Mouse keeps cracked screen. Started yesterday. I'm on Ubuntu 22.04.
Category: Hardware
Component: Mouse
Severity: Low",synthetic,U-000160
ITS-00162,Monitor problem: screen flickering,Monitor problem: screen flickering,The Monitor has been screen flickering for the past few hours. OS: Ubuntu 22.04. Please help.,The Monitor has been screen flickering for the past few hours. OS: Ubuntu 22.04. Please help.,Hardware,Monitor,Service Request,Low,Resolved,Updated device drivers. Verified with user that issue is fixed.,Updated device drivers. Verified with user that issue is fixed.,[],1.0,"Title: Monitor problem: screen flickering
Description: The Monitor has been screen flickering for the past few hours. OS: Ubuntu 22.04. Please help.
Category: Hardware
Component: Monitor
Severity: Low",synthetic,U-000161
ITS-00163,[Incident] Web App - SSL certificate expired,[Incident] Web App - SSL certificate expired,My Web App is SSL certificate expired. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My Web App is SSL certificate expired. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Incident,Web App,Incident,Medium,Open,,,[],1.0,"Title: [Incident] Web App - SSL certificate expired
Description: My Web App is SSL certificate expired. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Incident
Component: Web App
Severity: Medium",synthetic,U-000162
ITS-00164,Outlook problem: not responding,Outlook problem: not responding,The Outlook has been not responding for the past few hours. OS: macOS 14. Please help.,The Outlook has been not responding for the past few hours. OS: macOS 14. Please help.,Software,Outlook,Question,Low,Open,,,[],1.0,"Title: Outlook problem: not responding
Description: The Outlook has been not responding for the past few hours. OS: macOS 14. Please help.
Category: Software
Component: Outlook
Severity: Low",synthetic,U-000163
ITS-00165,Storage service outage affecting all users,Storage service outage affecting all users,"Hi, I need help. Storage keeps service outage affecting all users. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Storage keeps service outage affecting all users. Started yesterday. I'm on Ubuntu 22.04.",Incident,Storage,Incident,Medium,In Progress,,,[],1.0,"Title: Storage service outage affecting all users
Description: Hi, I need help. Storage keeps service outage affecting all users. Started yesterday. I'm on Ubuntu 22.04.
Category: Incident
Component: Storage
Severity: Medium",synthetic,U-000164
ITS-00166,[Incident] Web App - data sync failure between systems,[Incident] Web App - data sync failure between systems,The Web App has been data sync failure between systems for the past few hours. OS: macOS 14. Please help.,The Web App has been data sync failure between systems for the past few hours. OS: macOS 14. Please help.,Incident,Web App,Incident,Medium,Open,,,[],1.0,"Title: [Incident] Web App - data sync failure between systems
Description: The Web App has been data sync failure between systems for the past few hours. OS: macOS 14. Please help.
Category: Incident
Component: Web App
Severity: Medium",synthetic,U-000165
ITS-00167,[Incident] Storage - degraded performance across region,[Incident] Storage - degraded performance across region,Urgent: Storage - degraded performance across region. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: Storage - degraded performance across region. Multiple users reporting similar issues. Environment is Windows 10.,Incident,Storage,Incident,Medium,In Progress,,,[],1.0,"Title: [Incident] Storage - degraded performance across region
Description: Urgent: Storage - degraded performance across region. Multiple users reporting similar issues. Environment is Windows 10.
Category: Incident
Component: Storage
Severity: Medium",synthetic,U-000166
ITS-00168,Password password expired,Password password expired,Urgent: Password - password expired. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Urgent: Password - password expired. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Account,Password,Service Request,Medium,Resolved,Created new account with standard template. Verified with user that issue is fixed.,Created new account with standard template. Verified with user that issue is fixed.,[],1.0,"Title: Password password expired
Description: Urgent: Password - password expired. Multiple users reporting similar issues. Environment is Ubuntu 22.04.
Category: Account
Component: Password
Severity: Medium",synthetic,U-000167
ITS-00169,Password cannot access shared mailbox,Password cannot access shared mailbox,"Hi, I need help. Password keeps cannot access shared mailbox. Started yesterday. I'm on Windows 10.","Hi, I need help. Password keeps cannot access shared mailbox. Started yesterday. I'm on Windows 10.",Account,Password,Question,Medium,In Progress,,,[],1.0,"Title: Password cannot access shared mailbox
Description: Hi, I need help. Password keeps cannot access shared mailbox. Started yesterday. I'm on Windows 10.
Category: Account
Component: Password
Severity: Medium",synthetic,U-000168
ITS-00170,Ethernet network drive not mapping,Ethernet network drive not mapping,Issue with Ethernet: network drive not mapping. This is affecting my work. Running on Chrome OS.,Issue with Ethernet: network drive not mapping. This is affecting my work. Running on Chrome OS.,Network,Ethernet,Service Request,Low,Closed,Replaced network cable. Verified with user that issue is fixed.,Replaced network cable. Verified with user that issue is fixed.,[],1.0,"Title: Ethernet network drive not mapping
Description: Issue with Ethernet: network drive not mapping. This is affecting my work. Running on Chrome OS.
Category: Network
Component: Ethernet
Severity: Low",synthetic,U-000169
ITS-00171,[Network] WiFi - proxy authentication error,[Network] WiFi - proxy authentication error,"Hi, I need help. WiFi keeps proxy authentication error. Started yesterday. I'm on Windows 11.","Hi, I need help. WiFi keeps proxy authentication error. Started yesterday. I'm on Windows 11.",Network,WiFi,Question,Low,Open,,,[],1.0,"Title: [Network] WiFi - proxy authentication error
Description: Hi, I need help. WiFi keeps proxy authentication error. Started yesterday. I'm on Windows 11.
Category: Network
Component: WiFi
Severity: Low",synthetic,U-000170
ITS-00172,[Software] SAP - slow loading,[Software] SAP - slow loading,"Hi, I need help. SAP keeps slow loading. Started yesterday. I'm on Windows 10.","Hi, I need help. SAP keeps slow loading. Started yesterday. I'm on Windows 10.",Software,SAP,Bug,Low,Resolved,Renewed license through admin portal. Verified with user that issue is fixed.,Renewed license through admin portal. Verified with user that issue is fixed.,[],1.0,"Title: [Software] SAP - slow loading
Description: Hi, I need help. SAP keeps slow loading. Started yesterday. I'm on Windows 10.
Category: Software
Component: SAP
Severity: Low",synthetic,U-000171
ITS-00173,[Incident] Database - disk space critical on production server,[Incident] Database - disk space critical on production server,The Database has been disk space critical on production server for the past few hours. OS: macOS 14. Please help.,The Database has been disk space critical on production server for the past few hours. OS: macOS 14. Please help.,Incident,Database,Incident,Medium,In Progress,,,[],1.0,"Title: [Incident] Database - disk space critical on production server
Description: The Database has been disk space critical on production server for the past few hours. OS: macOS 14. Please help.
Category: Incident
Component: Database
Severity: Medium",synthetic,U-000172
ITS-00174,Password problem: account locked out,Password problem: account locked out,Issue with Password: account locked out. This is affecting my work. Running on Chrome OS.,Issue with Password: account locked out. This is affecting my work. Running on Chrome OS.,Account,Password,Service Request,Critical,Resolved,Unlocked account in AD. Verified with user that issue is fixed.,Unlocked account in AD. Verified with user that issue is fixed.,[],1.0,"Title: Password problem: account locked out
Description: Issue with Password: account locked out. This is affecting my work. Running on Chrome OS.
Category: Account
Component: Password
Severity: Critical",synthetic,U-000173
ITS-00175,[Account] MFA - account deactivation request,[Account] MFA - account deactivation request,"Hi, I need help. MFA keeps account deactivation request. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. MFA keeps account deactivation request. Started yesterday. I'm on Ubuntu 22.04.",Account,MFA,Service Request,Critical,Closed,Reset password and synced. Verified with user that issue is fixed.,Reset password and synced. Verified with user that issue is fixed.,[],1.0,"Title: [Account] MFA - account deactivation request
Description: Hi, I need help. MFA keeps account deactivation request. Started yesterday. I'm on Ubuntu 22.04.
Category: Account
Component: MFA
Severity: Critical",synthetic,U-000174
ITS-00176,Proxy slow internet speed,Proxy slow internet speed,The Proxy has been slow internet speed for the past few hours. OS: Windows 11. Please help.,The Proxy has been slow internet speed for the past few hours. OS: Windows 11. Please help.,Network,Proxy,Bug,Medium,Resolved,Assigned static IP. Verified with user that issue is fixed.,Assigned static IP. Verified with user that issue is fixed.,[],1.0,"Title: Proxy slow internet speed
Description: The Proxy has been slow internet speed for the past few hours. OS: Windows 11. Please help.
Category: Network
Component: Proxy
Severity: Medium",synthetic,U-000175
ITS-00177,Database degraded performance across region,Database degraded performance across region,Urgent: Database - degraded performance across region. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: Database - degraded performance across region. Multiple users reporting similar issues. Environment is Windows 10.,Incident,Database,Incident,Medium,Closed,Freed disk space and set alerts. Verified with user that issue is fixed.,Freed disk space and set alerts. Verified with user that issue is fixed.,[],1.0,"Title: Database degraded performance across region
Description: Urgent: Database - degraded performance across region. Multiple users reporting similar issues. Environment is Windows 10.
Category: Incident
Component: Database
Severity: Medium",synthetic,U-000176
ITS-00178,[Software] SAP - crashing on startup,[Software] SAP - crashing on startup,"Hi, I need help. SAP keeps crashing on startup. Started yesterday. I'm on Windows 10.","Hi, I need help. SAP keeps crashing on startup. Started yesterday. I'm on Windows 10.",Software,SAP,Bug,Low,Open,,,[],1.0,"Title: [Software] SAP - crashing on startup
Description: Hi, I need help. SAP keeps crashing on startup. Started yesterday. I'm on Windows 10.
Category: Software
Component: SAP
Severity: Low",synthetic,U-000177
ITS-00179,[Network] DNS - network drive not mapping,[Network] DNS - network drive not mapping,"Hi, I need help. DNS keeps network drive not mapping. Started yesterday. I'm on Chrome OS.","Hi, I need help. DNS keeps network drive not mapping. Started yesterday. I'm on Chrome OS.",Network,DNS,Question,High,Closed,Replaced network cable. Verified with user that issue is fixed.,Replaced network cable. Verified with user that issue is fixed.,[],1.0,"Title: [Network] DNS - network drive not mapping
Description: Hi, I need help. DNS keeps network drive not mapping. Started yesterday. I'm on Chrome OS.
Category: Network
Component: DNS
Severity: High",synthetic,U-000178
ITS-00180,WiFi proxy authentication error,WiFi proxy authentication error,My WiFi is proxy authentication error. I've been experiencing this since this morning. Environment: Windows 11.,My WiFi is proxy authentication error. I've been experiencing this since this morning. Environment: Windows 11.,Network,WiFi,Service Request,Critical,Resolved,Reconfigured proxy settings. Verified with user that issue is fixed.,Reconfigured proxy settings. Verified with user that issue is fixed.,[],1.0,"Title: WiFi proxy authentication error
Description: My WiFi is proxy authentication error. I've been experiencing this since this morning. Environment: Windows 11.
Category: Network
Component: WiFi
Severity: Critical",synthetic,U-000179
ITS-00181,Keyboard overheating,Keyboard overheating,Urgent: Keyboard - overheating. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: Keyboard - overheating. Multiple users reporting similar issues. Environment is Windows 10.,Hardware,Keyboard,Bug,Low,In Progress,,,[],1.0,"Title: Keyboard overheating
Description: Urgent: Keyboard - overheating. Multiple users reporting similar issues. Environment is Windows 10.
Category: Hardware
Component: Keyboard
Severity: Low",synthetic,U-000180
ITS-00182,[Network] Proxy - slow internet speed,[Network] Proxy - slow internet speed,Issue with Proxy: slow internet speed. This is affecting my work. Running on Ubuntu 22.04.,Issue with Proxy: slow internet speed. This is affecting my work. Running on Ubuntu 22.04.,Network,Proxy,Question,Medium,In Progress,,,[],1.0,"Title: [Network] Proxy - slow internet speed
Description: Issue with Proxy: slow internet speed. This is affecting my work. Running on Ubuntu 22.04.
Category: Network
Component: Proxy
Severity: Medium",synthetic,U-000181
ITS-00183,SAP problem: corrupted installation,SAP problem: corrupted installation,My SAP is corrupted installation. I've been experiencing this since this morning. Environment: Chrome OS.,My SAP is corrupted installation. I've been experiencing this since this morning. Environment: Chrome OS.,Software,SAP,Service Request,Medium,Open,,,[],1.0,"Title: SAP problem: corrupted installation
Description: My SAP is corrupted installation. I've been experiencing this since this morning. Environment: Chrome OS.
Category: Software
Component: SAP
Severity: Medium",synthetic,U-000182
ITS-00184,Database problem: disk space critical on production server,Database problem: disk space critical on production server,Urgent: Database - disk space critical on production server. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Database - disk space critical on production server. Multiple users reporting similar issues. Environment is Windows 11.,Incident,Database,Incident,High,Resolved,Performed manual failover. Verified with user that issue is fixed.,Performed manual failover. Verified with user that issue is fixed.,[],1.0,"Title: Database problem: disk space critical on production server
Description: Urgent: Database - disk space critical on production server. Multiple users reporting similar issues. Environment is Windows 11.
Category: Incident
Component: Database
Severity: High",synthetic,U-000183
ITS-00185,[Software] Office 365 - license expired,[Software] Office 365 - license expired,"Hi, I need help. Office 365 keeps license expired. Started yesterday. I'm on macOS 14.","Hi, I need help. Office 365 keeps license expired. Started yesterday. I'm on macOS 14.",Software,Office 365,Bug,Medium,Resolved,Cleared cache and temp files. Verified with user that issue is fixed.,Cleared cache and temp files. Verified with user that issue is fixed.,"[""365""]",1.0,"Title: [Software] Office 365 - license expired
Description: Hi, I need help. Office 365 keeps license expired. Started yesterday. I'm on macOS 14.
Category: Software
Component: Office 365
Severity: Medium",synthetic,U-000184
ITS-00186,SSO account deactivation request,SSO account deactivation request,Issue with SSO: account deactivation request. This is affecting my work. Running on Windows 10.,Issue with SSO: account deactivation request. This is affecting my work. Running on Windows 10.,Account,SSO,Question,High,Closed,Fixed SSO federation config. Verified with user that issue is fixed.,Fixed SSO federation config. Verified with user that issue is fixed.,[],1.0,"Title: SSO account deactivation request
Description: Issue with SSO: account deactivation request. This is affecting my work. Running on Windows 10.
Category: Account
Component: SSO
Severity: High",synthetic,U-000185
ITS-00187,[Account] MFA - cannot access shared mailbox,[Account] MFA - cannot access shared mailbox,Issue with MFA: cannot access shared mailbox. This is affecting my work. Running on Ubuntu 22.04.,Issue with MFA: cannot access shared mailbox. This is affecting my work. Running on Ubuntu 22.04.,Account,MFA,Bug,Medium,Resolved,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: [Account] MFA - cannot access shared mailbox
Description: Issue with MFA: cannot access shared mailbox. This is affecting my work. Running on Ubuntu 22.04.
Category: Account
Component: MFA
Severity: Medium",synthetic,U-000186
ITS-00188,[Account] Password - account locked out,[Account] Password - account locked out,My Password is account locked out. I've been experiencing this since this morning. Environment: macOS 14.,My Password is account locked out. I've been experiencing this since this morning. Environment: macOS 14.,Account,Password,Question,Medium,Resolved,Fixed SSO federation config. Verified with user that issue is fixed.,Fixed SSO federation config. Verified with user that issue is fixed.,[],1.0,"Title: [Account] Password - account locked out
Description: My Password is account locked out. I've been experiencing this since this morning. Environment: macOS 14.
Category: Account
Component: Password
Severity: Medium",synthetic,U-000187
ITS-00189,Salesforce problem: error code 0x80070005,Salesforce problem: error code [HEX],Urgent: Salesforce - error code 0x80070005. Multiple users reporting similar issues. Environment is macOS 14.,Urgent: Salesforce - error code [HEX]. Multiple users reporting similar issues. Environment is macOS 14.,Software,Salesforce,Service Request,Critical,In Progress,,,"[""0x80070005"", ""0""]",1.0,"Title: Salesforce problem: error code [HEX]
Description: Urgent: Salesforce - error code [HEX]. Multiple users reporting similar issues. Environment is macOS 14.
Category: Software
Component: Salesforce
Severity: Critical",synthetic,U-000188
ITS-00190,Ethernet cannot connect to WiFi,Ethernet cannot connect to WiFi,My Ethernet is cannot connect to WiFi. I've been experiencing this since this morning. Environment: macOS 14.,My Ethernet is cannot connect to WiFi. I've been experiencing this since this morning. Environment: macOS 14.,Network,Ethernet,Question,Medium,Resolved,Updated VPN client. Verified with user that issue is fixed.,Updated VPN client. Verified with user that issue is fixed.,[],1.0,"Title: Ethernet cannot connect to WiFi
Description: My Ethernet is cannot connect to WiFi. I've been experiencing this since this morning. Environment: macOS 14.
Category: Network
Component: Ethernet
Severity: Medium",synthetic,U-000189
